SIGLA|DISCIPLINA|T|P|I|RECOMENDAÇÃO
ESHR022-14|Abordagens Tradicionais das Relações Internacionais|4|0|4|Não há
ESZM035-17|Aditivação de Polímeros|4|0|4|Síntese de Polímeros; Materiais Poliméricos
ESZP041-14|Administração Pública e Reforma do Estado em Perspectiva Comparada|4|0|4|Não há
ESTS016-17|Aerodinâmica I|4|0|5|Dinâmica de Gases
ESZS019-17|Aerodinâmica II|4|0|5|Aerodinâmica I
ESTS012-17|Aeroelasticidade|4|0|5|Aerodinâmica I; Vibrações; Mecânica dos Sólidos I; Métodos Computacionais para Análise Estrutural
ESTS002-17|Aeronáutica I-A|4|0|4|Não há
ESZS001-17|Aeronáutica I-B|4|0|4|Aeronáutica I-A
ESZS002-17|Aeronáutica II|3|1|4|Aeronáutica I-A
MCTB001-17|Álgebra Linear|6|0|5|Geometria Analítica
MCTB002-13|Álgebra Linear Avançada I|4|0|4|Álgebra Linear; Matemática Discreta
MCTB003-17|Álgebra Linear Avançada II|4|0|4|Álgebra Linear Avançada I
MCTD022-18|Álgebra na Educação Básica|0|2|4|Teoria Aritmética dos Números; Geometria Plana Axiomática; Fundamentos de Álgebra
MCTA001-17|Algoritmos e Estruturas de Dados I|2|2|4|Programação Estruturada
MCTA002-17|Algoritmos e Estruturas de Dados II|2|2|4|Algoritmos e Estruturas de Dados I
MCZA035-17|Algoritmos Probabilísticos|4|0|4|Algoritmos e Estruturas de Dados II; Introdução à Probabilidade e à Estatística
MCZB001-13|Análise Complexa|4|0|4|Funções de Variável Complexa
ESHR001-13|Análise da Conjuntura Internacional Contemporânea|4|0|4|Política Externa Brasileira Contemporânea
ESZT001-17|Análise da Produção do Espaço e Políticas Públicas Urbanas|4|0|4|Não há
MCTA003-17|Análise de Algoritmos|4|0|4|Matemática Discreta; Algoritmos e Estruturas de Dados I
MCZA036-17|Análise de Algoritmos II|4|0|4|Análise de Algoritmos
NHT3067-15|Análise de Fourier e Aplicações|4|0|4|Funções de Várias Variáveis; Variáveis Complexas e Aplicações
MCZA001-13|Análise de Projetos|2|0|2|Não há
ESZG001-17|Análise de Redes de Transporte e Distribuição|2|2|5|Pesquisa Operacional
MCZB002-13|Análise de Regressão|3|1|4|Álgebra Linear; Introdução à Inferência Estatística
ESZC001-17|Análise de Séries Temporais - Tópicos Especiais|4|0|3|Econometria III
ESTA005-17|Análise de Sistemas Dinâmicos Lineares|3|0|4|Modelagem e Controle
ESTU024-17|Análise de Sistemas e Modelagem Ambiental|1|2|4|Recomendada para o final do curso
ESZU027-17|Análise e Concepção Estrutural para a Engenharia|2|2|4|Recomendada para o final do curso
ESTB029-17|Análise e Controle de Sistemas Mecânicos|2|2|5|Modelagem de Sistemas Dinâmicos I; Modelagem de Sistemas Dinâmicos II
ESZC018-17|Análise Econômica de Projetos|4|0|4|Não há
ESTE037-17|Análise Econômica de Projetos Energéticos|4|0|4|Engenharia Econômica
ESZE075-17|Análise Estática em Sistemas Elétricos de Potência|4|0|4|Introdução aos Sistemas Elétricos de Potência
ESZS016-17|Análise Experimental de Estruturas|1|3|3|Mecânica dos Sólidos I
MCZB003-17|Análise Multivariada|4|0|4|Álgebra Linear; Introdução à Inferência Estatística
MCTD024-18|Análise na Educação Básica|0|2|4|Funções de uma variável
MCTB004-17|Análise no Rn I|4|0|4|Álgebra Linear; Análise Real I; Cálculo Vetorial e Tensorial
MCZB004-18|Análise no Rn II|4|0|4|Análise no Rn I
MCZB005-17|Análise Numérica|4|0|4|Funções de Uma Variável; Funções de Várias Variáveis; Álgebra Linear; Cálculo Numérico
NHT4001-15|Análise Química Instrumental|2|4|6|Química Analítica Clássica I; Química Analítica Clássica II
MCTB005-13|Análise Real I|4|0|4|Sequências e Séries
MCTB006-13|Análise Real II|4|0|4|Análise Real I
ESZP045-13|Análise Social da Família e Implementação de Políticas Públicas|4|0|4|Não há
MCTB007-17|Anéis e Corpos|4|0|4|Teoria Aritmética dos Números
NHZ2001-11|Antropologia Filosófica|4|0|4|Não há
ESZS012-17|Aplicações de Elementos Finitos para Engenharia|3|1|4|Introdução às Equações Diferenciais Ordinárias; Cálculo Numérico
ESZI025-17|Aplicações de Microcontroladores|0|4|4|Sistemas Microprocessados; Circuitos Elétricos I
ESZI037-17|Aplicações em Voz, Áudio e Acústica|3|1|4|Codificação de Sinais Multimídia; Processamento Digital de Sinais
MCZA002-17|Aprendizado de Máquina|4|0|4|Inteligência Artificial
ESZE102-17|Aproveitamento Energético de Resíduos|4|0|4|Engenharia de Biocombustíveis
NHZ2091-16|Argumentação e Ensino|4|0|4|Não há
ESZE097-17|Armazenamento de Energia Elétrica|4|0|5|Bases Conceituais da Energia
MCTA004-17|Arquitetura de Computadores|4|0|4|Circuitos Digitais; Sistemas Digitais
MCZA003-17|Arquitetura de Computadores de Alto Desempenho|4|0|4|Arquitetura de Computadores
ESHT001-17|Arranjos Institucionais e Marco Regulatório do Território|2|0|2|Não há
NHZ2092-16|Arte e Ensino|4|0|4|Não há
ESZP011-13|Arte, Ciência, Tecnologia e Política|4|0|4|Não há
NHZ1074-15|Astrobiologia|4|0|6|Evolução e Diversificação da Vida na Terra; Bioquímica: estrutura, propriedade e funções de biomoléculas
MCZC010-15|Atenção e Estados de Consciência|4|0|4|Não há
BHS0004-17|Atividades da Teoria|2|2|4|Introdução às Humanidades e às Ciências Sociais; Práticas em Ciências e Humanidades
ESZP035-14|Atores e Instituições no Regime Militar: 1964-1985|4|0|4|Não há
ESZE010-17|Automação de Sistemas Elétricos de Potência|3|0|4|Introdução aos Sistemas Elétricos de Potência
ESTA011-17|Automação de Sistemas Industriais|1|3|4|Sistemas de Controle II
ESZG028-17|Automação em Sistemas de Manufatura|2|2|4|Sistemas CAD/CAE; Sistemas CAM
MCZA004-13|Avaliação de Desempenho de Redes|3|1|4|Redes de Computadores
ESTU025-17|Avaliação de Impactos Ambientais|2|2|4|Regulação Ambiental e Urbanística; Cartografia e Geoprocessamento; Saúde Ambiental; Biomas Brasileiros
ESHP031-14|Avaliação e Monitoramento de Políticas Públicas|2|2|4|Métodos de Pesquisa em Políticas Públicas; Métodos Quantitativos para Ciências Sociais
NHT4072-15|Avaliação no Ensino de Química|3|0|4|Práticas de Ensino de Química III
ESZS004-17|Aviônica|4|0|4|Circuitos Elétricos e Fotônica
MCTA037-17|Banco de Dados|3|1|4|Algoritmos e Estruturas de Dados I
MCZA005-17|Banco de Dados de Apoio à Tomada de Decisão|3|1|4|Banco de Dados; Inteligência Artificial
BCS0001-15|Base Experimental das Ciências Naturais|0|3|2|Não há
ESTB002-17|Bases Biológicas para Engenharia I|3|2|5|Biologia Celular
ESTB004-17|Bases Biológicas para Engenharia II|3|2|5|Bases Biológicas para Engenharia I
BIS0005-15|Bases Computacionais da Ciência|0|2|2|Não há
BIJ0207-15|Bases Conceituais da Energia|2|0|4|Não há
BIR0004-15|Bases Epistemológicas da Ciência Moderna|3|0|4|Não há
BIS0003-15|Bases Matemáticas|4|0|5|Não há
MCZC002-15|Bases Neurais da Motricidade|4|0|4|Introdução à Neurociência e/ou Morfofisiologia Humana I
NHZ4060-15|Biocombustíveis e Biorrefinarias|4|0|4|Transformações Químicas
BCL0306-15|Biodiversidade: Interações entre organismos e ambiente|3|0|4|Não há
ESTB019-17|Bioestatística|2|2|4|Computação Científica Aplicada a Problemas Biológicos
NHT1002-15|Bioética|2|0|2|Não há
NHZ1003-15|Biofísica|4|0|4|Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas; Biologia Molecular e Biotecnologia
ESZB032-17|Bioimpedância Aplicada|2|0|2|Fenômenos Eletromagnéticos; Circuitos Elétricos I; Métodos Matemáticos Aplicados a Sistemas Biomédicos
NHT1053-15|Biologia Celular|4|2|4|Evolução e Diversificação da Vida na Terra
NHZ1008-15|Biologia do Desenvolvimento em Vertebrados|2|2|4|Biologia Celular
NHZ1009-15|Biologia Molecular e Biotecnologia|3|0|3|Biologia Celular; Histologia e Embriologia
NHZ1076-15|Biologia Reprodutiva de Plantas|2|2|2|Evolução e Diversidade de Plantas I; Evolução e Diversidade de Plantas II; Fisiologia Vegetal I; Fisiologia Vegetal II
ESTU023-17|Biomas Brasileiros|2|1|3|Biodiversidade: Interações entre Organismos e Ambiente
ESZM032-17|Biomateriais|3|1|4|Ciência dos Materiais
ESTB007-17|Biomecânica I|2|2|4|Mecânica dos Sólidos I; Computação Científica aplicada a Problemas Biológicos
ESTB027-17|Biomecânica II|2|2|4|Biomecânica I
NHZ1077-15|Bioquímica Clínica|4|2|4|Bioquímica Funcional
NHT4002-13|Bioquímica Experimental|2|4|6|Bioquímica: estrutura, propriedade e funções de biomoléculas
NHT1013-15|Bioquímica Funcional|4|2|4|Transformações Químicas; Bioquímica: estrutura, propriedade e funções de biomoléculas; Biologia Celular
BCL0308-15|Bioquímica: estrutura, propriedade e funções de biomoléculas|3|2|6|Estrutura da Matéria; Transformações Químicas
ESTB013-17|Biossegurança|4|0|3|Biologia Celular
NHZ1078-15|Biotecnologia de Plantas|0|4|2|Genética II; Fisiologia Vegetal I; Fisiologia Vegetal II
ESZM036-17|Blendas Poliméricas|3|1|4|Materiais Poliméricos
ESZE089-17|Bombas Hidráulicas|0|4|4|Mecânica dos Fluidos II
NHZ1014-15|Botânica Econômica|2|2|2|Biodiversidade: Interações entre organismos e ambiente; Evolução e Diversidade de Plantas I
MCTB008-17|Cálculo de Probabilidade|4|0|4|Funções de Várias Variáveis; Introdução à Probabilidade e à Estatística
MCTB009-17|Cálculo Numérico|4|0|4|Funções de Uma Variável
MCTB010-13|Cálculo Vetorial e Tensorial|4|0|4|Funções de Várias Variáveis
ESZC025-17|Capitalismo Contemporâneo|4|0|4|História do Pensamento Econômico; Economia Política
ESZB024-17|Caracterização Biológica de Dispositivos Médicos|2|2|4|Biossegurança; Ciência dos Materiais Biocompatíveis
ESZB002-17|Caracterização de Biomateriais|2|3|4|Ciência dos Materiais Biocompatíveis
ESTM014-17|Caracterização de Materiais|3|1|4|Propriedades Mecânicas e Térmicas; Propriedades Elétricas, Magnéticas e Ópticas
ESTU026-17|Caracterização de Matrizes Ambientais|1|2|4|Não há
ESTU004-17|Cartografia e Geoprocessamento|1|3|3|Não há
ESHT002-17|Cartografia e Geoprocessamento para o Planejamento Territorial|2|3|3|Não há
ESZE019-17|Centrais Termoelétricas|2|0|3|Termodinâmica Aplicada I; Termodinâmica Aplicada II; Sistemas Térmicos
ESZM022-17|Cerâmicas Especiais e Refratárias|4|0|4|Materiais Cerâmicos
NHZ2002-11|Ceticismo|4|0|4|Não há
ESHP004-13|Cidadania, Direitos e Desigualdades|4|0|4|Não há
ESTM004-17|Ciência dos Materiais|4|0|4|Materiais e suas Propriedades
ESTB005-17|Ciência dos Materiais Biocompatíveis|3|1|4|Materiais e suas Propriedades
ESZP012-13|Ciência, Saúde, Educação e a Formação da Nacionalidade|4|0|4|Não há
BIR0603-15|Ciência, Tecnologia e Sociedade|3|0|4|Não há
ESZU022-17|Ciências Atmosféricas|4|0|4|Não há
ESZS030-17|Cinemática e Dinâmica de Mecanismos|4|0|4|Dinâmica I
MCTA006-17|Circuitos Digitais|3|1|4|Não há
ESTO001-17|Circuitos Elétricos e Fotônica|3|1|5|Fenômenos Eletromagnéticos
ESTA002-17|Circuitos Elétricos I|3|2|4|Fenômenos Eletromagnéticos
ESTA004-17|Circuitos Elétricos II|3|2|4|Circuitos Elétricos I
ESZA008-17|Circuitos Hidráulicos e Pneumáticos|3|1|4|Mecânica dos Fluidos I
NHZ1015-15|Citogenética Básica|3|2|2|Genética I
ESZG017-17|Clima e Cultura Organizacional|2|0|3|Organização do Trabalho
ESZU024-17|Clima Urbano|3|1|4|Climatologia ou Ciências Atmosféricas
ESTU005-17|Climatologia|3|0|4|Não há
ESTI019-17|Codificação de Sinais Multimídia|2|2|4|Programação Estruturada; Processamento Digital de Sinais
ESZE086-17|Cogeração|2|0|3|Sistemas Térmicos
MCZA037-17|Combinatória Extremal|4|0|4|Matemática Discreta
ESTS015-17|Combustão I|3|1|4|Termodinâmica Aplicada I
ESZS034-17|Combustão II|3|1|4|Combustão I
MCTA007-17|Compiladores|3|1|4|Linguagens Formais e Automata; Algoritmos e Estruturas de Dados I; Algoritmos e Estruturas de Dados II
ESZU002-17|Compostagem|1|1|2|Microbiologia Ambiental; Resíduos Sólidos
ESTB018-17|Computação Científica Aplicada a Problemas Biológicos|1|3|4|Processamento da Informação; Cálculo Numérico; Natureza da Informação; Introdução à Probabilidade e à Estatística
MCZA006-17|Computação Evolutiva e Conexionista|4|0|4|Inteligência Artificial
MCTA008-17|Computação Gráfica|3|1|4|Algoritmos e Estruturas de Dados I; Geometria Analítica
MCTA009-13|Computadores, Ética e Sociedade|2|0|4|Não há
ESTI007-17|Comunicação Digital|3|1|4|Princípios de Comunicação; Sinais Aleatórios
BCM0506-15|Comunicação e Redes|3|0|4|Processamento da Informação
ESTI015-17|Comunicações Móveis|3|1|4|Comunicação Digital; Ondas Eletromagnéticas Aplicadas
ESTI010-17|Comunicações Ópticas|3|1|4|Fundamentos de Fotônica
ESZG036-17|Conceitos de Marketing|2|0|3|Desenvolvimento Integrado do Produto
MCZB006-17|Conexões e Fibrados|4|0|4|Geometria Diferencial II
ESZA007-17|Confiabilidade de Componentes e Sistemas|3|0|4|Introdução à Probabilidade e à Estatística
ESZG002-17|Confiabilidade Industrial em Sistemas de Gestão|2|2|4|Estatística Aplicada a Sistemas de Gestão
ESZR001-13|Conflitos no Ciberespaço: ativismo e guerra nas redes cibernéticas|4|0|4|Não há
ESHP005-13|Conflitos Sociais|4|0|4|Não há
NHZ3001-15|Conhecimento e Técnica: Perspectivas da Antiguidade e Período Medieval|4|0|4|Não há
ESZC002-17|Conhecimento na Economia: Abordagens e Interfaces com as Atividades de CT&I|4|0|4|Introdução à Economia
NHZ1016-15|Conservação da Biodiversidade|4|0|4|Biodiversidade: Interações entre organismos e ambiente; Práticas de Ecologia
NHZ3088-15|Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos|0|2|5|Concomitantemente com Fenômenos Eletromagnéticos
NHZ3086-15|Consolidação de Conceitos e Métodos de Fenômenos Mecânicos|0|2|5|Concomitantemente com Fenômenos Mecânicos
NHT3087-15|Consolidação de Conceitos e Métodos de Fenômenos Térmicos|0|2|5|Concomitantemente com Fenômenos Térmicos
NHZ3089-15|Consolidação de Conceitos e Métodos de Interações Atômicas e Moleculares|0|2|5|Concomitantemente com Interações Atômicas e Moleculares
MCTD020-18|Construções Geométricas e Geometria Métrica|4|0|4|Geometria Plana Axiomática
ESHC002-17|Contabilidade Básica|4|0|4|Não há
ESZG023-17|Contabilidade para Engenharia|4|0|5|Economia de Empresas
ESZG023-17|Contabilidade para Engenharia|4|0|5|Economia de Empresas
ESZU003-17|Contaminação e Remediação de Solos|3|0|1|Geotecnia; Microbiologia Ambiental
ESZA021-17|Controle Avançado de Robôs|3|0|4|Fundamentos de Robótica
ESZA003-17|Controle Não-Linear|3|1|4|Sistemas de Controle I
ESZA002-17|Controle Robusto Multivariável|3|1|4|Sistemas de Controle II
NHZ2093-16|Corpo, Sexualidade e Questões de Gênero|4|0|4|Não há
NHZ3082-15|Cristalografia e Difração De Raios X|3|1|4|Mecânica Quântica I; Estado Sólido
ESHP022-14|Cultura Política|4|0|4|Não há
ESZR002-13|Cultura, identidade e política na América Latina|4|0|4|Não há
ESTG001-17|Custos|4|2|9|Engenharia Econômica
ESZR003-13|De Mercosul , Unasul à Celac|4|0|4|História de atuação do Brasil nos processos de integração sul-americana
ESHT003-17|Demografia|4|0|4|Não há
ESZR004-13|Desafios do Pré-Sal e a Inserção Internacional do Brasil|4|0|4|Economia política internacional da energia
ESTS004-17|Desempenho de Aeronaves|4|0|4|Fenômenos Mecânicos; Aeronáutica I-A; Funções de Uma Variável
NHZ4004-15|Desenho e Projeto em Química|3|0|4|Transformações Químicas; Bioquímica: estrutura, propriedade e funções de biomoléculas
NHI5001-15|Desenvolvimento e Aprendizagem|4|0|4|Não há
MCZC004-15|Desenvolvimento e Degeneração do Sistema Nervoso|4|0|4|Introdução à Neurociência e/ou Morfofisiologia Humana I
BHO0102-15|Desenvolvimento e Sustentabilidade|4|0|4|Não há
ESHT025-17|Desenvolvimento Econômico e Social No Brasil|4|0|4|Não há
ESZT002-17|Desenvolvimento Humano e Pobreza Urbana|4|0|4|Não há
ESTG002-17|Desenvolvimento Integrado do Produto|2|2|5|Sistemas CAD/CAE
ESHC003-17|Desenvolvimento Socioeconômico|4|0|3|Pensamento Econômico; Introdução à Economia
ESZM034-17|Design de Dispositivos|4|0|4|Propriedades Elétricas, Magnéticas e Ópticas
ESHC030-17|Desigualdades de Raça, Gênero e Renda|4|0|4|Formação Econômica do Brasil; História Econômica Geral
ESZP001-13|Desigualdades Regionais e Formação Socioespacial do Brasil|4|0|4|Não há
ESZM009-17|Diagramas de Fase|4|0|4|Termodinâmica de Materiais; Termodinâmica Estatística de Materiais; Ciência dos Materiais
BHS0002-17|Diálogos Interdisciplinares|4|0|4|Introdução às Humanidades e às Ciências Sociais
NHI5002-15|Didática|4|0|4|Não há
MCZD001-18|Didática da Matemática|4|0|4|Não há
ESZS035-17|Dinâmica de Fluidos Computacional|3|1|4|Dinâmica de Gases
ESTS019-17|Dinâmica de Gases|4|2|4|Mecânica dos Fluidos I
ESZR005-13|Dinâmica dos Investimentos Produtivos Internacionais|4|0|4|Globalização e os processos de integração regional
ESTS005-17|Dinâmica e Controle de Veículos Espaciais|4|0|4|Dinâmica I; Sistemas de Controle I
ESZR006-13|Dinâmica e desafios dos processos migratórios|4|0|4|Não há
ESTS001-17|Dinâmica I|4|0|5|Fenômenos Mecânicos; Geometria Analítica; Cálculo Numérico; Introdução às Equações Diferenciais Ordinárias
ESZS006-17|Dinâmica II|4|0|4|Dinâmica I
ESZM008-17|Dinâmica Molecular e Monte Carlo|3|1|4|Tópicos Computacionais em Materiais
NHZ3002-15|Dinâmica Não Linear e Caos|4|0|4|Mecânica Clássica II; Álgebra Linear
ESZS029-17|Dinâmica Orbital|4|0|4|Dinâmica I
ESZP013-13|Dinâmicas Socioespaciais do ABC Paulista|4|0|4|Não há
ESZT017-17|Dinâmicas Territoriais e Relações Étnico-Raciais No Brasil|4|0|4|Não há
ESHR002-13|Direito Internacional Público|4|0|4|Introdução ao Estudo do Direito
ESTA001-17|Dispositivos Eletrônicos|3|2|4|Circuitos Elétricos I
ESZP014-13|Diversidade Cultural, Conhecimento Local e Políticas Públicas|4|0|4|Não há
NHT1072-15|Ecologia Comportamental|2|2|4|Biodiversidade: Interações entre organismos e ambiente
ESZU034-17|Ecologia do Ambiente Urbano|2|0|4|Biodiversidade: Interações entre Organismos e Ambiente
NHT1073-15|Ecologia Vegetal|2|2|4|Práticas de Ecologia
ESHC035-17|Econometria I|2|2|3|Introdução à Probabilidade e à Estatística; Introdução à Inferência Estatística
ESHC036-17|Econometria II|2|2|3|Econometria I
ESHC037-17|Econometria III|2|2|3|Econometria II
ESHC007-17|Economia Brasileira Contemporânea I|4|0|3|Formação Econômica do Brasil
ESHC008-17|Economia Brasileira Contemporânea II|4|0|3|Economia Brasileira Contemporânea I
ESHC033-17|Economia Brasileira Contemporânea III|4|0|4|Economia Brasileira Contemporânea II
ESTE036-17|Economia da Energia|4|0|4|Bases Conceituais da Energia
ESZP015-13|Economia da Inovação Tecnológica|4|0|4|Não há
ESTG003-17|Economia de Empresas|2|0|3|Custos
ESZC028-17|Economia Dinâmica|4|0|4|Economia Matemática
ESZE057-17|Economia do Petróleo e do Gás Natural|4|0|4|Análise Econômica de Projetos Energéticos
ESZC003-17|Economia do Setor Público|4|0|4|Microeconomia III
ESHT005-17|Economia do Território|4|0|3|Não há
ESZC004-17|Economia do Trabalho|4|0|3|Economia Política
ESHC034-17|Economia e Meio Ambiente|4|0|4|Desenvolvimento e Sustentabilidade; Microeconomia I; Microeconomia II
ESZC020-17|Economia Industrial|4|0|4|Microeconomia II; Microeconomia III
ESHC012-17|Economia Institucional I|4|0|3|Pensamento Econômico
ESZC006-17|Economia Institucional II|4|0|3|Economia Institucional I
ESHC013-17|Economia Internacional I|4|0|4|Microeconomia I
ESHC014-17|Economia Internacional II|4|0|3|Macroeconomia I; Economia Internacional I
ESHC027-17|Economia Matemática|4|0|4|Bases Matemáticas; Funções de uma Variável
ESHC038-17|Economia Monetária|4|0|4|Macroeconomia II
ESHC028-17|Economia Política|4|0|4|Pensamento Econômico
ESHR003-13|Economia Política da Segurança Alimentar Global|4|0|4|Não há
ESHR004-13|Economia Política Internacional da Energia|4|0|4|Não há
ESZP046-14|Economia Solidária, Associativismo e Cooperativismo|4|0|4|Não há
ESHT006-17|Economia Urbana|4|0|4|Não há
ESZU006-17|Economia, Sociedade e Meio Ambiente|3|0|4|Não há
ESZU025-17|Educação Ambiental|2|2|4|Não há
NHT5004-15|Educação Científica, Sociedade e Cultura|4|0|4|Não há
NHZ5021-16|Educação em Saúde e Sexualidade|3|0|3|Não há
MCZD002-18|Educação Estatística|2|2|4|Não há
MCTD025-18|Educação Inclusiva|2|0|2|Não há
NHZ3003-15|Efeitos Biológicos das Radiações|4|0|4|Biofísica; Interações da Radiação com a Matéria
ESZG038-17|Eficiência Energética Industrial|4|0|4|Não há
ESTG004-17|Elaboração, Análise e Avaliação de Projetos|2|2|5|Gestão de Operações; Desenvolvimento Integrado do Produto
MCZB007-13|Elementos Finitos|4|0|4|Introdução às Equações Diferenciais Ordinárias
ESZM007-17|Elementos Finitos Aplicados em Materiais|3|1|4|Tópicos Computacionais em Materiais
ESZE110-17|Eletrificação Rural Com Recursos Energéticos Renováveis|4|0|4|Bases Conceituais da Energia
NHT4005-15|Eletroanalítica e Técnicas de Separação|2|4|8|Química Analítica Clássica I; Química Analítica Clássica II
ESTA018-17|Eletromagnetismo Aplicado|4|0|5|Fenômenos Eletromagnéticos
NHT3070-15|Eletromagnetismo I|4|0|4|Fenômenos Eletromagnéticos; Cálculo Vetorial e Tensorial
NHT3071-15|Eletromagnetismo II|4|0|4|Eletromagnetismo I; Cálculo Vetorial e Tensorial
NHZ3076-15|Eletromagnetismo III|4|0|4|Eletromagnetismo II; Cálculo Vetorial e Tensorial; Análise de Fourier e Aplicações
ESTA007-17|Eletrônica Analógica Aplicada|3|2|4|Dispositivos Eletrônicos
ESZA011-17|Eletrônica de Potência I|3|2|4|Circuitos Elétricos I
ESZA012-17|Eletrônica de Potência II|3|2|4|Eletrônica de Potência I
ESTI002-17|Eletrônica Digital|4|2|4|Circuitos Elétricos e Fotônica ou Circuitos Elétricos I
NHT4006-15|Eletroquímica e Cinética Química|6|0|6|Transformações Químicas
ESZG013-17|Empreendedorismo|2|2|4|Não há
MCZA007-13|Empreendedorismo e Desenvolvimento de Negócios|4|0|4|Não há
ESZE105-17|Energia dos Oceanos|4|0|2|Bases Conceituais da Energia
ESZT003-17|Energia e Abastecimento|4|0|4|Não há
NHZ5005-09|Energia e Meio Ambiente|2|1|3|Não há
ESZE104-17|Energia Geotérmica|2|0|2|Bases Conceituais da Energia
ESZR007-13|Energia nuclear e Relações Internacionais|4|0|4|Economia política internacional da energia
ESTE004-17|Energia, Meio Ambiente e Sociedade|4|0|5|Bases Conceituais da Energia
ESTE034-17|Engenharia de Biocombustíveis|2|2|4|Termodinâmica Aplicada II
ESZM038-17|Engenharia de Cerâmicas|2|2|4|Materiais Cerâmicos; Ciência dos Materiais
ESTE029-17|Engenharia de Combustíveis Fósseis|4|0|4|Bases Conceituais da Energia
ESZE058-17|Engenharia de Completação|4|0|4|Engenharia de Petróleo e Gás
ESZM029-17|Engenharia de Filmes Finos|3|1|4|Ciência dos Materiais; Reologia
ESZM024-17|Engenharia de Metais|3|1|4|Materiais Metálicos
ESZE059-17|Engenharia de Perfuração|4|0|4|Engenharia de Petróleo e Gás
ESTE030-17|Engenharia de Petróleo e Gás|4|0|4|Engenharia de Combustíveis Fósseis
ESZM014-17|Engenharia de Polímeros|4|0|4|Materiais Poliméricos; Reologia
ESZB027-17|Engenharia de Reabilitação e Biofeedback|3|1|4|Biomecânica II
ESTE031-17|Engenharia de Recursos Hídricos|4|0|4|Máquinas Elétricas; Mecânica dos Fluidos II
ESZE060-17|Engenharia de Reservatórios I|0|4|4|Mecânica dos Fluidos II
ESZE061-17|Engenharia de Reservatórios II|0|4|4|Engenharia de Reservatórios I
ESZI026-17|Engenharia de Sistemas de Comunicação e Missão Crítica|2|2|4|Programação Estruturada
MCTA033-15|Engenharia de Software|4|0|4|Processamento da Informação
ESZB006-17|Engenharia de Tecidos|3|2|4|Ciência dos Materiais Biocompatíveis; Biologia Celular
ESZE093-17|Engenharia do Biodiesel|4|0|4|Engenharia de Biocombustíveis; Transferência de Calor II
ESZE094-17|Engenharia do Etanol|4|0|4|Engenharia de Biocombustíveis; Transferência de Calor II
ESTO013-17|Engenharia Econômica|4|0|4|Funções de Uma Variável
ESTG005-17|Engenharia Econômica Aplicada a Sistemas de Gestão|4|0|5|Custos; Engenharia Econômica
ESTE035-17|Engenharia Eólica|4|0|4|Máquinas Elétricas; Mecânica dos Fluidos II
ESZG031-17|Engenharia Humana|4|0|5|Engenharia Laboral
ESTG006-17|Engenharia Laboral|4|0|4|Não há
ESTG007-17|Engenharia Logística|2|2|4|Planejamento e Controle da Produção
ESTE028-17|Engenharia Nuclear|4|0|4|Física Quântica
ESZA018-17|Engenharia Óptica e Imagens|3|1|4|Fenômenos Eletromagnéticos
ESTE033-17|Engenharia Solar Fotovoltaica|4|0|4|Circuitos Elétricos I; Circuitos Elétricos II; Instalações Elétricas I
ESTE032-17|Engenharia Solar Térmica|4|0|4|Transferência de Calor I; Transferência de Calor II
ESTO902-17|Engenharia Unificada I|0|2|5|Não há
ESTO903-17|Engenharia Unificada II|0|2|5|Engenharia Unificada I
ESZP018-13|Ensino Superior no Brasil: Trajetórias e Modelos Institucionais|4|0|4|Não há
MCTB011-17|Equações Diferenciais Ordinárias|4|0|4|Álgebra Linear Avançada I; Análise no Rn I
MCTB012-13|Equações Diferenciais Parciais|4|0|4|Análise Real I; Cálculo Vetorial e Tensorial
NHZ3078-15|Equações Diferenciais Parciais Aplicadas|4|0|4|Cálculo Vetorial e Tensorial; Variáveis Complexas e Aplicações
ESTB028-17|Equipamentos Médico-Hospitalares|2|2|4|Bases Biológicas para Engenharia II
ESZB013-17|Ergonomia|4|0|4|Bases Biológicas para Engenharia II
MCZC007-15|Ergonomia Cognitiva|4|0|4|Psicologia Cognitiva
ESZE101-17|Escoamento Multifásico|4|0|4|Mecânica dos Fluidos II; Transferência de Calor II
NHT4007-15|Espectroscopia|4|2|6|Estrutura da Matéria; Interações Atômicas e Moleculares; Ligações Químicas
ESTS007-17|Estabilidade e Controle de Aeronaves|4|0|4|Fenômenos Mecânicos; Funções de Uma Variável; Aeronáutica I-A; Desempenho de Aeronaves
ESHR005-13|Estado e Desenvolvimento Econômico no Brasil Contemporâneo|4|0|4|Introdução à Economia
BHO0101-15|Estado e Relações de Poder|4|0|4|Não há
ESTM001-17|Estado Sólido|4|0|4|Física Quântica; Materiais e suas Propriedades
ESTS905-17|Estágio Curricular em Engenharia Aeroespacial|0|14|0|Requisito: CPK ≥ 0,633 no curso de engenharia e demais requisitos de acordo com a Resolução vigente
ESTU905-17|Estágio Curricular em Engenharia Ambiental e Urbana|0|14|0|Requisito: CPK ≥ 0,633 no curso de engenharia e demais requisitos de acordo com a Resolução vigente
ESTB905-17|Estágio Curricular em Engenharia Biomédica|0|14|0|Requisito: CPK ≥ 0,633 no curso de engenharia e demais requisitos de acordo com a Resolução vigente
ESTE905-17|Estágio Curricular em Engenharia de Energia|0|14|0|Requisito: CPK ≥ 0,633 no curso de engenharia e demais requisitos de acordo com a Resolução vigente
